,LEMMA,freq,POSTAG
4112580,Piauí,3,SP
4112581,Perier,3,
4112582,Pauley,3,SP
4112637,Papiri,3,
4112638,Ottana,3,SP
4112640,Ospiti,3,
4112641,Orphan,3,SP
4112642,Ormond,3,
4112643,Oozaru,3,
4112644,Omni,3,
4112645,ODIANO,3,
4112646,NUMERO,3,
4112647,Nogaro,3,SP
4112649,Nissim,3,SP
4112650,Nickel,3,SP
4112651,Newt,3,SP
4112653,Needs,3,SP
4112655,Nazgûl,3,
4112656,Muta,3,
4112657,Mufasa,3,
4112658,Misato,3,
4112659,merge,3,S
4112662,merge,3,V
4112686,Mennea,3,
4112687,Meleto,3,SP
4112694,Meleto,3,A
4112695,Mays,3,SP
4112699,malva,3,S
4112715,Malagò,3,SP
4112722,Malagò,3,V
4112770,Maiev,3,
4112771,Mahō,3,
4112772,magnam,3,
4112773,Mackey,3,SP
4112776,Lugli,3,SP
4112778,Lonigo,3,
4112779,Locate,3,SP
4112783,lines,3,S
4112786,lines,3,SW
4112790,leur,3,S
4112803,leur,3,SW
4112811,leur,3,V
4112814,Lessa,3,SP
4112815,Lawler,3,
4112816,labium,3,
4112817,Kurtis,3,
4112818,Kurono,3,
4112819,Koichi,3,
4112820,Keeler,3,SP
4112821,Károly,3,SP
4112822,Jesper,3,
4112823,Janson,3,SP
4112845,IMHO,3,S
4112854,IMHO,3,E
4112856,images,3,S
4112859,images,3,SW
4112863,II-III,3,S
4112864,ICANN,3,S
4112866,ICANN,3,SP
4112874,Iadi,3,
4112875,hutu,3,S
4112876,hutu,3,A
4112881,Hristo,3,SP
4112887,hope,3,A
4112888,Haug,3,SP
4112891,hate,3,S
4112892,hate,3,A
4112897,Guasco,3,SP
4112898,Gruff,3,
4112899,Gilla,3,
4112900,Geti,3,
4112901,Garmin,3,SP
4112902,Garmin,3,A
4112921,Gaming,3,
4112922,Frua,3,SP
4112925,Frogs,3,
4112926,Frigg,3,
4112927,FOSSE,3,SP
4112930,Fonzie,3,SP
4112934,Folli,3,
4112935,ferino,3,A
4112936,federa,3,S
4112938,Fasti,3,
4112939,Farrah,3,
4112940,facite,3,S
4112941,etano,3,S
4112946,EPROM,3,SP
4112952,EPROM,3,A
4112962,Elvin,3,
4112963,Elva,3,
4112964,Elmas,3,SP
4112972,Edito,3,V
4112974,Each,3,SP
4112977,Each,3,I
4112980,durch,3,S
4113003,durch,3,SW
4113007,DUCATI,3,
4113008,Dogane,3,SP
4113009,Djerba,3,SP
4113010,Dive,3,SP
4113011,Dimas,3,SP
4113018,Danone,3,SP
4113023,Crotti,3,SP
4113026,Crook,3,SP
4113027,Creamy,3,SP
4113028,Crater,3,SP
4113029,coepit,3,
4113030,chemio,3,S
4113038,CCTV,3,S
4113041,CCTV,3,A
4113043,CCTV,3,SP
4113046,casula,3,S
4113050,Casio,3,S
4113051,Casio,3,SP
4113054,Casate,3,
4113055,Carra,3,SP
4113060,Carnap,3,
4113061,Cahors,3,
4113062,cacare,3,V
4113083,Butte,3,SP
4113084,Bunch,3,
4113085,Brodie,3,SP
4113087,Boosta,3,SP
4113088,biomi,3,A
4113089,biomi,3,S
4113095,Bercy,3,SP
4113098,Baio,3,SP
4113101,Avenza,3,
4113102,Aubry,3,SP
4113110,Argiro,3,
4113111,Areva,3,SP
4113117,Arche,3,
4113118,Arazzo,3,SP
4113119,antan,3,S
4113130,annona,3,S
4113134,anch,3,S
4113138,anch,3,A
4113146,anch,3,I
4113150,amaca,3,S
4113161,Aliyev,3,
4113162,Ales,3,SP
4113165,Ales,3,S
4113168,Aiko,3,SP
4113169,able,3,S
4113171,able,3,SW
4113172,able,3,A
4113184,Abbi,3,
4113185,Ziani,3,SP
4113186,Zhukov,3,
4113187,Yoghi,3,
4113188,xhosa,3,S
4113189,Wylie,3,
4113190,Virga,3,SP
4113215,Việt,3,
4113216,Varg,3,
4113217,urbs,3,
4113218,Umbar,3,
4113219,tristo,3,A
4113234,TRIPS,3,N
4113235,TRIPS,3,SP
4113238,Torrio,3,
4113239,tonare,3,V
4113276,Thrill,3,SP
4113279,Teco,3,
4113280,Tarchi,3,SP
4113289,Surya,3,
4113290,STOP,3,
4113291,Stipe,3,SP
4113292,Solana,3,SP
4113298,skrull,3,
4113299,Size,3,SP
4113302,Shame,3,SP
4113303,Seznec,3,
4113304,SESSO,3,
4113305,Sepino,3,
4113306,senshi,3,
4113307,scolio,3,S
4113324,Scarab,3,SP
4113335,sauro,3,S
4113336,sauro,3,A
4113345,Sapio,3,SP
4113346,Saleh,3,SP
4113353,Safin,3,SP
4113357,Rutter,3,
4113358,runs,3,SW
4113361,Roluo,3,
4113362,Rika,3,
4113363,Rhine,3,S
4113364,Rhine,3,SP
4113370,Relais,3,
4113371,Reece,3,SP
4113382,Randal,3,SP
4113390,rajah,3,
4113391,Rais,3,SP
4113397,Rahl,3,
4113398,Qutb,3,
4113399,QUESTE,3,SP
4113400,Porgy,3,
4113401,piroga,3,S
4113406,phon,3,S
4113408,pesata,3,S
4113423,Person,3,
4113424,percui,3,S
4113425,percui,3,V
4113427,percui,3,B
4113433,percui,3,A
4113448,percui,3,PD
4113450,Penta,3,SP
4113451,Pegg,3,SP
4113457,PdUP,3,
4113458,Passos,3,
4113459,Paes,3,
4113460,Ossian,3,SP
4113462,Osijek,3,SP
4113463,Obie,3,
4113464,nubes,3,
4113465,Noire,3,SP
4113466,Nisa,3,SP
4113467,Nemesi,3,SP
4113469,Neemia,3,
4113470,Necchi,3,SP
4113473,Nascar,3,SP
4113475,Naoto,3,
4113476,NADPH,3,
4113477,Muni,3,SP
4113479,Motti,3,
4113480,Monge,3,SP
4113481,Mixed,3,SP
4113482,mixare,3,V
4113483,mitreo,3,S
4113484,Mili,3,SP
4113485,Meriva,3,SP
4113496,Meriva,3,A
4113499,Meriva,3,V
4113519,Mendès,3,
4113520,Medoro,3,SP
4113522,Mauna,3,SP
4113524,Malaya,3,SP
4113528,maius,3,S
4113529,load,3,S
4113531,load,3,E
4113533,load,3,SW
4113537,lisca,3,S
4113550,lignum,3,
4113551,Lamone,3,
4113552,lacero,3,A
4113555,Kwame,3,SP
4113557,Kovac,3,SP
4113587,Ketty,3,SP
4113612,Kean,3,
4113613,Keamy,3,SP
4113625,Kayak,3,
4113626,KAPD,3,S
4113660,KAPD,3,SP
4113674,kaiser,3,SW
4113679,Jura,3,S
4113680,Jura,3,SP
4113681,Junker,3,
4113682,Jula,3,SP
4113684,Jarach,3,SP
4113687,Janni,3,
4113688,istoni,3,S
4113689,Istmo,3,SP
4113692,Ione,3,
4113693,Invito,3,SP
4113694,Ingham,3,SP
4113695,Ideo,3,
4113696,Huez,3,SP
4113697,http,3,S
4113715,Hopa,3,
4113716,Honour,3,
4113717,Hiei,3,
4113718,Henze,3,
4113719,Heiko,3,SP
4113768,Hearn,3,
4113769,Guang,3,SP
4113771,Grote,3,SP
4113772,Grosse,3,SP
4113777,Grava,3,SP
4113787,Gorman,3,SP
4113788,Gorgo,3,
4113789,Giap,3,SP
4113794,Giap,3,I
4113816,GABA,3,
4113817,Furie,3,
4113818,Frisch,3,
4113819,fraz.,3,
4113820,Franci,3,SP
4113822,FORZA,3,
4113823,Fitter,3,SP
4113854,ferdi,3,
4113855,Fatty,3,
4113856,Fasolo,3,SP
4113861,escudo,3,S
4113862,Echi,3,
4113863,Dupree,3,
4113864,Duns,3,SP
4113866,dimero,3,S
4113867,Didi,3,
4113868,Degree,3,
4113869,Curtin,3,
4113870,Curiel,3,SP
4113873,cupido,3,A
4113885,Cubano,3,SP
4113889,cuando,3,V
4113894,cuando,3,S
4113915,cous,3,S
4113931,cose.,3,SA
4113932,cose.,3,S
4113951,cosa.,3,SA
4113956,cosa.,3,S
4113962,cosa.,3,V
4113963,cosa.,3,PC
4113971,Clizia,3,SP
4113985,Chivas,3,SP
4113988,cesoia,3,S
4113994,cefalo,3,S
4113996,Cécile,3,SP
4113998,Cassin,3,
4113999,bussa,3,S
4114018,built,3,S
4114028,Bowery,3,SP
4114029,Boru,3,
4114030,Bordin,3,SP
4114032,booker,3,
4114033,Bonne,3,
4114034,Biron,3,
4114035,Beil,3,SP
4114073,Beil,3,S
4114106,Barni,3,SP
4114109,Barcon,3,
4114110,Azazel,3,SP
4114112,Arsa,3,SP
4114123,Aramis,3,SP
4114126,ant.,3,A
4114130,ant.,3,SA
4114131,ant.,3,S
4114134,Anor,3,
4114135,Amarna,3,
4114136,Amàn,3,
4114137,Agone,3,SP
4114141,Africo,3,
4114142,Aéreas,3,SP
4114147,Abissi,3,SP
4114156,Zolder,3,SP
4114157,Zilog,3,SP
4114164,XXXIV,3,NO
4114165,Wawel,3,
4114166,Walid,3,SP
4114174,Vivid,3,
4114175,villae,3,
4114176,viis,3,SW
4114177,venosi,3,A
4114179,usum,3,S
4114181,usum,3,N
4114185,Urbs,3,SP
4114188,Uranus,3,
4114189,Uff.,3,
4114190,truck,3,S
4114198,truck,3,SA
4114204,truck,3,SW
4114209,trovi,3,V
4114211,trovi,3,S
4114235,trovi,3,A
4114237,trovi,3,DI
4114281,Tracii,3,
4114282,Toso,3,SP
4114284,Tosh,3,SP
4114288,Tooth,3,SP
4114289,Tenzo,3,
4114290,ten.,3,SA
4114296,Tanica,3,
4114297,TALK,3,S
4114300,Tagli,3,
4114301,SWAPO,3,SP
4114313,Stavka,3,
4114314,Staël,3,
4114315,spiano,3,S
4114327,Somers,3,SP
4114331,simo,3,S
4114333,simo,3,A
4114334,Siluri,3,SP
4114339,sigh,3,S
4114344,sigh,3,I
4114361,Shorty,3,
4114362,Shasta,3,
4114363,setosa,3,S
4114364,Seen,3,SP
4114365,scita,3,S
4114367,scita,3,V
4114368,Sayan,3,
4114369,SARà,3,
4114370,Sapere,3,
4114371,Salite,3,
4114372,Sail,3,SP
4114379,Sabata,3,
4114380,Rostam,3,SP
4114382,Romito,3,
4114383,Robo,3,SP
4114384,Ritiro,3,SP
4114385,Riolo,3,SP
4114391,Rido,3,
4114392,Reiko,3,SP
4114393,Reg.,3,SP
4114394,Reg.,3,SA
4114402,Rape,3,
4114403,Rane,3,SP
4114404,Raffo,3,SP
4114408,Rachid,3,
4114409,Ptah,3,SP
4114410,proof,3,S
4114413,proof,3,SW
4114414,proof,3,SP
4114415,Profit,3,SP
4114417,Preta,3,
4114418,Pregi,3,SP
4114421,Pongo,3,SP
4114426,Piombi,3,
4114427,Pimp,3,
4114428,Pigs,3,S
4114429,Pepi,3,
4114430,Pegna,3,SP
4114431,Pedis,3,SP
4114432,PayPal,3,N
4114440,Partei,3,SP
4114442,Parrot,3,SP
4114443,Ozzie,3,SP
4114448,Ovaro,3,
4114449,Otome,3,
4114450,osmio,3,S
4114451,Orosio,3,
4114452,Orly,3,
4114453,Organ,3,SP
4114454,omosex,3,A
4114458,Oceani,3,SP
4114460,Obata,3,
4114461,Nuit,3,SP
4114463,Nuit,3,S
4114465,myself,3,S
4114466,myself,3,SW
4114470,Monni,3,
4114471,Moggio,3,
4114472,Misugi,3,SP
4114480,Misit,3,
4114481,Mirto,3,SP
4114482,Milli,3,SP
4114483,mesa,3,S
4114490,Melk,3,
4114491,Mayen,3,SP
4114492,mask,3,S
4114496,Mardin,3,
4114497,Lukács,3,
4114498,Lowry,3,SP
4114503,lower,3,S
4114512,Logu,3,
4114513,Lindau,3,SP
4114519,Laing,3,
4114520,Kurgan,3,SP
4114521,Kune,3,
4114522,Koon,3,
4114523,Kite,3,SP
4114526,Killik,3,
4114527,Keyes,3,
4114528,Joakim,3,SP
4114529,Irpini,3,
4114530,Irena,3,SP
4114531,Indio,3,SP
4114539,Ince,3,SP
4114540,Iced,3,
4114541,Hotch,3,SP
4114558,Hotch,3,A
4114574,Hotch,3,I
4114589,Hierro,3,
4114590,Heinze,3,SP
4114619,Harum,3,
4114620,Harden,3,S
4114621,Haim,3,SP
4114623,Haden,3,
4114624,Groote,3,
4114625,GRADO,3,SP
4114626,gonzo,3,A
4114628,gonzo,3,S
4114633,Godeas,3,SP
4114685,Gioè,3,SP
4114689,Ghemme,3,SP
4114690,Genoma,3,SP
4114693,Gazeta,3,SP
4114695,Gabbia,3,SP
4114697,Funes,3,
4114698,Fujiko,3,SP
4114700,Freie,3,
4114701,Forme,3,A
4114702,firmus,3,
4114703,Finwë,3,
4114704,Filho,3,S
4114706,Filho,3,SP
4114707,Fefè,3,SP
4114711,Fecit,3,
4114712,Falsa,3,SP
4114713,Faito,3,SP
4114716,EXIT,3,
4114717,Elly,3,SP
4114721,Elimi,3,SP
4114722,Elika,3,
4114723,Eiji,3,SP
4114724,Echoes,3,
4114725,Eamon,3,SP
4114727,Durant,3,
4114728,Dupré,3,SP
4114729,DuBrow,3,
4114730,Dr.ssa,3,SP
4114731,Drink,3,
4114732,Dormer,3,SP
4114788,Domina,3,S
4114789,Dodger,3,
4114790,Dianne,3,SP
4114792,devil,3,S
4114801,Derg,3,S
4114802,Derg,3,SP
4114807,deli,3,PR
4114809,deli,3,S
4114811,Deeds,3,SP
4114812,Davao,3,SP
4114813,Datemi,3,
4114814,Darui,3,
4114815,Cursi,3,
4114816,cuatro,3,S
4114818,CONTO,3,SP
4114820,coesa,3,V
4114821,coesa,3,S
4114825,coesa,3,A
4114828,Climb,3,SP
4114832,città.,3,S
4114835,città.,3,SP
4114838,Cinte,3,
4114839,Chong,3,SP
4114846,Cheikh,3,SP
4114849,charge,3,S
4114857,charge,3,PR
4114861,charge,3,V
4114865,Cesio,3,SP
4114866,Ceno,3,
4114867,Cencio,3,
4114868,cd-rom,3,A
4114870,cd-rom,3,S
4114875,Casera,3,
4114876,Buen,3,
4114877,buddha,3,S
4114878,brunch,3,S
4114881,brunch,3,A
4114887,brunch,3,CS
4114896,Brona,3,
4114897,bring,3,S
4114902,Boll,3,
4114903,blast,3,S
4114906,Bettie,3,
4114907,belt,3,A
4114908,belt,3,S
4114910,Batti,3,
4114911,Batch,3,SP
4114949,Baget,3,SP
4114953,Aveiro,3,SP
4114956,Arzano,3,SP
4114960,Aries,3,SP
4114963,Anio,3,
4114964,Altaïr,3,
4114965,Agosta,3,SP
4114974,Agios,3,
4114975,Agents,3,
4114976,Zucco,3,SP
4114978,Zoey,3,SP
4114980,Zocchi,3,SP
4114981,Zárate,3,SP
4114990,Zala,3,SP
4114991,Wray,3,
4114992,Whigs,3,
4114993,Werk,3,SP
4114995,Wari,3,
4114996,Wall-E,3,N
4114997,Vinte,3,
4114998,Vigata,3,SP
4115001,Vigata,3,S
4115005,Vietti,3,SP
4115006,Veil,3,
4115007,Valva,3,
4115008,Vain,3,
4115009,Unire,3,SP
4115016,Ueki,3,
4115017,Tweet,3,SP
4115019,tutù,3,S
4115022,Tromp,3,SP
4115031,Trivio,3,B
4115032,Trivio,3,SP
4115035,Tolo,3,
4115036,Tecno,3,SP
4115037,Swain,3,SP
4115044,Sumter,3,
4115045,subìta,3,V
4115046,subìta,3,A
4115048,subìta,3,SP
4115049,stout,3,
4115050,stizza,3,S
4115059,Ştefan,3,
4115060,Statue,3,
4115061,Stare,3,SP
4115062,Stabio,3,SP
4115066,Slappy,3,
4115067,Skins,3,SP
4115072,Sigurd,3,
4115073,SHARK,3,SP
4115076,shaker,3,SW
4115084,sen.,3,SA
4115097,SELECT,3,S
4115098,SELECT,3,SP
4115113,Scassa,3,
4115114,SAPERE,3,
4115115,Rollin,3,
4115116,REALE,3,SP
4115120,Rapide,3,SP
4115147,Raging,3,
4115148,quipu,3,
4115149,Quiete,3,SP
4115150,Quezzi,3,
4115151,Qasi,3,
4115152,Qantas,3,SP
4115155,Pupe,3,
4115156,Polsky,3,
4115157,plica,3,
4115158,places,3,S
4115163,Pesco,3,SP
4115169,pepita,3,S
4115173,Pamina,3,
4115174,Pabst,3,SP
4115175,Output,3,SP
4115188,otarda,3,
4115189,oltra,3,S
4115193,oltra,3,V
4115194,oeil,3,S
4115197,Nunzi,3,
4115198,Nisi,3,SP
4115206,Nevado,3,SP
4115207,Negrín,3,
4115208,Needle,3,
4115209,Nasica,3,
4115210,Naoki,3,SP
4115214,museum,3,
4115215,Murdoc,3,
4115216,Muggio,3,
4115217,mudra,3,
4115218,Morzan,3,
4115219,Mory,3,SP
4115269,Mitaka,3,
4115270,miasma,3,S
4115280,Miao,3,
4115281,Metodi,3,SP
4115283,mèta,3,
4115284,Mell,3,
4115285,Meine,3,SP
4115286,McCord,3,N
4115304,McCord,3,S
4115324,McCord,3,SP
4115325,Marlow,3,
4115326,Mami,3,
4115327,Malory,3,
4115328,Maeve,3,SP
4115377,Luperi,3,SP
4115382,Losey,3,SP
4115384,Lluís,3,
4115385,Lico,3,
4115386,Lewy,3,SP
4115398,Lewy,3,S
4115417,lele,3,S
4115429,Lakoff,3,SP
4115431,laido,3,A
4115442,Laerte,3,CS
4115443,Laerte,3,SP
4115448,Kyuss,3,SP
4115449,kraj,3,
4115450,Kohta,3,
4115451,kilo,3,S
4115461,kilo,3,A
4115464,Kemper,3,
4115465,kbps,3,S
4115476,Kariya,3,
4115477,Kantō,3,
4115478,Justo,3,SP
4115479,Juha,3,SP
4115481,jeune,3,A
4115482,jeune,3,S
4115483,Jeda,3,N
4115484,Jeda,3,SP
4115516,Jace,3,SP
4115518,Islas,3,SP
4115519,Iossa,3,SP
4115520,Ioria,3,
4115521,Hirst,3,SP
4115537,Hetman,3,
4115538,Hannes,3,SP
4115540,Handke,3,
4115541,Hamel,3,SP
4115542,hakama,3,
4115543,Großer,3,
4115544,Grill,3,
4115545,Giuly,3,SP
4115566,Gerona,3,SP
4115568,Gein,3,
4115569,Geary,3,
4115570,Gazza,3,SP
4115571,Galdi,3,SP
4115573,Galdi,3,I
4115611,Gables,3,SP
4115612,fratto,3,A
4115621,forgia,3,S
4115626,Flare,3,SP
4115627,Flare,3,V
4115628,film.,3,SA
4115629,Filip,3,SP
4115635,figata,3,S
4115642,figata,3,A
4115647,Fibe,3,SP
4115675,Felina,3,
4115676,Exner,3,SP
4115677,Erykah,3,
4115678,Erto,3,
4115679,Eddard,3,
4115680,EBIT,3,S
4115682,Ebisu,3,SP
4115683,Drums,3,SP
4115686,Drin,3,
4115687,Dosio,3,
4115688,deorum,3,
4115689,Dende,3,
4115690,Dench,3,
4115691,Curò,3,
4115692,Cupa,3,
4115693,Crysis,3,
4115694,Cruze,3,SP
4115713,Crumb,3,SP
4115714,Cresti,3,
4115715,Crécy,3,
4115716,Cotral,3,SP
4115722,Codrea,3,SP
4115775,Cirith,3,
4115776,chicha,3,
4115777,castle,3,S
4115808,cases,3,S
4115815,cases,3,SW
4115819,Caputi,3,
4115820,Buchan,3,
4115821,brutal,3,
4115822,bruce,3,
4115823,Brill,3,SP
4115825,Bratz,3,
4115826,Bosso,3,SP
4115827,boria,3,S
4115832,Blond,3,
4115833,Blazer,3,SP
4115837,Bindo,3,
4115838,Batson,3,
4115839,BASF,3,S
4115840,BASF,3,SP
4115842,balza,3,S
4115848,azimut,3,S
4115851,AVETE,3,
4115852,Auge,3,SP
4115853,ASTER,3,SP
4115917,Asami,3,
4115918,Arrivò,3,SP
4115919,Ariège,3,
4115920,arché,3,SP
4115923,arché,3,CS
4115925,Appel,3,SP
4115930,aporia,3,S
4115937,animus,3,S
4115939,Andra,3,SP
4115944,amicus,3,
4115945,Alix,3,SP
4115954,Alger,3,
4115955,Albis,3,I
4115956,Acker,3,SP
4115958,abazia,3,
4115959,XI-XII,3,N
4115961,Wikia,3,SP
4115962,Vives,3,SP
4115971,Versa,3,B
4115972,venia,3,S
4115979,Velha,3,
4115980,V-Day,3,N
4115984,V-Day,3,SP
4115985,V-Day,3,SW
4115987,vasale,3,
4115988,Varuna,3,
4115989,USCITA,3,
4115990,Urawa,3,
4115991,Uptown,3,SP
4115992,Udet,3,SP
4116001,Tutush,3,
4116002,Trucco,3,SP
4116006,Trout,3,SP
4116007,Treni,3,
4116008,Tomi,3,
4116009,Timavo,3,SP
4116013,ter',3,
4116014,teak,3,SW
4116018,Tarek,3,SP
4116029,Taizé,3,SP
4116031,Swords,3,SP
4116032,Swami,3,
4116033,Svampa,3,SP
4116038,Stray,3,
4116039,Stante,3,
4116040,Squali,3,
4116041,Shōshū,3,
4116042,Shāh,3,
4116043,Serono,3,SP
4116046,Sci-Fi,3,N
4116053,Schirò,3,
4116054,Saurau,3,
4116055,Saudi,3,SP
4116064,Salim,3,SP
4116070,Saburo,3,SP
4116074,rutena,3,S
4116075,rubra,3,A
4116076,Rubeus,3,SP
4116078,rota,3,S
4116092,Rive,3,
4116093,Reuter,3,SP
4116096,RATP,3,
4116097,Proms,3,
4116098,Preis,3,
4116099,post.,3,SA
4116113,Porcu,3,SP
4116115,poor,3,S
4116122,poor,3,V
4116129,Polti,3,
4116130,pluteo,3,
4116131,piva,3,S
4116143,Piale,3,
4116144,Ph.D,3,
4116145,Péter,3,SP
4116146,Penang,3,SP
4116147,PARLA,3,
4116148,oppida,3,
4116149,Oper,3,
4116150,Olinda,3,SP
4116152,Nyman,3,SP
4116153,Nurra,3,
4116154,Nunez,3,SP
4116165,Nitto,3,SP
4116166,Nika,3,SP
4116178,Nicolo,3,SP
4116180,Nicki,3,SP
4116181,Nataša,3,
4116182,Myung,3,SP
4116184,Mutui,3,SP
4116185,Mutui,3,B
4116186,murum,3,
4116187,mundum,3,
4116188,multum,3,
4116189,Muerte,3,SP
4116191,Moti,3,SP
4116193,Molé,3,
4116194,Mimo,3,
4116195,Mikado,3,
4116196,midi,3,S
4116197,McEwan,3,N
4116200,Maximo,3,SP
4116209,maxima,3,S
4116214,Mauss,3,SP
4116218,matrem,3,
4116219,Marg,3,SP
4116254,Marcò,3,
4116255,Majlis,3,
4116256,Mahesh,3,
4116257,Loser,3,SP
4116258,Liorni,3,SP
4116263,Leakey,3,
4116264,Lacey,3,SP
4116266,Kulick,3,
4116267,Kota,3,SP
4116269,Konev,3,SP
4116270,kite,3,
4116271,Kimbly,3,
4116272,Kamiya,3,
4116273,Kamil,3,SP
4116275,Kaede,3,
4116276,Jelly,3,
4116277,Jato,3,SP
4116278,jarl,3,
4116279,Jackal,3,SP
4116280,Illasi,3,SP
4116281,iCarly,3,
4116282,huaca,3,
4116283,Hormuz,3,SP
4116296,Honest,3,SP
4116302,Hiko,3,SP
4116304,Hi-Fi,3,
4116305,Herta,3,SP
4116312,Harem,3,
4116313,Hangar,3,
4116314,Hallam,3,SP
4116315,Hakim,3,SP
4116320,Hacki,3,SP
4116348,Hacki,3,I
4116388,habere,3,V
4116389,habere,3,A
4116391,habere,3,S
4116394,grifo,3,S
4116400,glitch,3,S
4116403,Glaser,3,SP
4116405,Geni,3,
4116406,Gdynia,3,SP
4116414,Frutta,3,
4116415,Frears,3,SP
4116416,forget,3,S
4116438,Focea,3,SP
4116439,FIRE,3,S
4116442,FIRE,3,SP
4116445,finis,3,S
4116446,Filini,3,SP
4116447,Ferus,3,
4116448,Fanes,3,SP
4116451,Evonne,3,
4116452,esprit,3,S
4116454,ENIAC,3,SP
4116465,Elixir,3,
4116466,Eicma,3,
4116467,Egger,3,SP
4116476,egea,3,A
4116477,Dusay,3,SP
4116546,Dreux,3,
4116547,Dread,3,SP
4116552,Douro,3,
4116553,Donn,3,
4116554,doll,3,
4116555,Dohrn,3,SP
4116556,DKNY,3,
4116557,deismo,3,
4116558,Darin,3,SP
4116562,CREDO,3,
4116563,Costei,3,SP
4116564,Conor,3,SP
4116568,Coburn,3,SP
4116569,Cimini,3,SP
4116572,Chant,3,
4116573,Chairs,3,
4116574,Cesvi,3,
4116575,Cermis,3,SP
4116578,cengia,3,S
4116581,celata,3,S
4116603,CAPM,3,
4116604,cabilo,3,
4116605,Bulk,3,SP
4116609,Botto,3,
4116610,Bossa,3,
4116611,blow,3,
4116612,Bledel,3,SP
4116639,Birger,3,SP
4116643,Biblo,3,
4116644,b-boy,3,
4116645,Bakker,3,
4116646,Ayer,3,
4116647,austro,3,S
4116649,Attis,3,
4116650,ATPasi,3,SP
4116652,Astico,3,
4116653,Asio,3,
4116654,Arosio,3,SP
4116655,Aoshi,3,
4116656,altr,3,S
4116660,altr,3,A
4116665,aliis,3,SW
4116667,Alcott,3,SP
4116668,Albarn,3,
4116669,adults,3,
4116670,Zulia,3,SP
4116671,Zinov',3,
4116672,Zeke,3,
4116673,Zayne,3,
4116674,wizard,3,S
4116675,wizard,3,SW
4116678,Winds,3,
4116679,Wilco,3,SP
4116681,wicca,3,
4116682,voyeur,3,SW
4116687,Vivaro,3,SP
4116693,Vione,3,SP
4116694,Vidali,3,
4116695,Victim,3,
4116696,Verbum,3,
4116697,ven.,3,A
4116698,ven.,3,N
4116700,Tyner,3,SP
4116707,Tsonga,3,SP
4116709,Tonon,3,SP
4116710,Throne,3,
4116711,Thot,3,
4116712,terror,3,S
4116720,Tavion,3,
4116721,Sylva,3,SP
4116722,Sydow,3,
4116723,susino,3,S
4116727,Stiles,3,SP
4116732,STESSA,3,A
4116737,STESSA,3,S
4116745,Staley,3,
4116746,SKYBOX,3,
4116747,Shugo,3,
4116748,Shirin,3,SP
4116752,Shion,3,SP
4116753,Shaker,3,SP
4116756,SFMR,3,
4116757,semel,3,V
4116759,semel,3,S
4116761,sein,3,S
4116764,secum,3,
4116765,SECRET,3,SP
4116769,Scone,3,
4116770,schola,3,
4116771,scabro,3,A
4116772,sanza,3,E
4116778,Salas,3,SP
4116781,Salame,3,
4116782,Rott,3,SP
4116798,Rogno,3,
4116799,Riego,3,
4116800,Reflex,3,
4116801,rayon,3,S
4116802,Proud,3,SP
4116803,Procol,3,
4116804,prima.,3,SA
4116807,prima.,3,S
4116821,Prater,3,
4116822,Polje,3,
4116823,poetry,3,S
4116824,Podere,3,SP
4116825,Plato,3,SP
4116832,Plato,3,S
4116835,Pilade,3,CS
4116836,Pilade,3,SP
4116837,Piatto,3,SP
4116839,Philly,3,
4116840,Phèdre,3,SP
4116853,Pharma,3,SP
4116854,petra,3,
4116855,Pape,3,SP
4116856,Palco,3,
4116857,país,3,S
4116859,Orlov,3,
4116860,Olea,3,SP
4116864,Nuada,3,
4116865,Nite,3,SP
4116872,NaOH,3,SP
4116876,Nanda,3,SP
4116878,Muson,3,
4116879,Mooney,3,SP
4116902,Misia,3,
4116903,Mining,3,SP
4116904,Mihail,3,SP
4116905,melina,3,S
4116947,Mallow,3,
4116948,Makes,3,
4116949,Maffi,3,SP
4116955,Lützen,3,
4116956,Lonzi,3,SP
4116958,Lobos,3,
4116959,Linari,3,
4116960,Lidi,3,
4116961,Licei,3,SP
4116962,LIBERA,3,SP
4116964,Levino,3,
4116965,Lete,3,
4116966,Ledeen,3,SP
4116983,Leap,3,SP
4116992,LDAP,3,SP
4116994,Latona,3,SP
4116998,latita,3,S
4116999,latita,3,A
4117000,latita,3,V
4117016,LAPD,3,
4117017,Landen,3,SP
4117021,kunai,3,
4117022,Kumari,3,
4117023,Knives,3,
4117024,Khorne,3,
4117025,Keyhoe,3,
4117026,Kenan,3,
4117027,Kakeru,3,
4117028,Jimbo,3,SP
4117043,Jayne,3,SP
4117044,Jarrah,3,SP
4117050,Jari,3,
4117051,Jaap,3,SP
4117063,Itaque,3,
4117064,irpini,3,
4117065,Ikkaku,3,
4117066,Ignota,3,V
4117067,ignavo,3,S
4117069,ignavo,3,A
4117073,Ignace,3,SP
4117074,HYDRA,3,SP
4117077,Howlin,3,
4117078,Hijaz,3,
4117079,Hendel,3,
4117080,Hainan,3,SP
4117090,Güell,3,
4117091,Guanci,3,
4117092,Grail,3,SP
4117097,Goat,3,SP
4117098,Gamper,3,
4117099,Gahan,3,
4117100,fusse,3,S
4117101,fusse,3,V
4117106,fusse,3,A
4117108,Frasso,3,
4117109,Formis,3,
4117110,Fork,3,
4117111,foni,3,
4117112,fleur,3,SW
4117165,Firma,3,SP
4117168,filter,3,V
